open,close,high,low,vol,amount,year,month,day,hour,minute,datetime,up_count,down_count
1750.68,1760.98,1765.69,1743.9,12214385.0,1221451520.0,2019,3,13,11,30,2019-03-13 11:30,12,19
1760.98,1745.33,1761.18,1741.78,9500440.0,950056960.0,2019,3,13,14,0,2019-03-13 14:00,17,13
1745.27,1725.0,1747.3,1718.51,12638674.0,1263879680.0,2019,3,13,15,0,2019-03-13 15:00,14,17
1719.78,1678.9,1728.78,1678.86,21635828.0,2163594240.0,2019,3,14,10,30,2019-03-14 10:30,17,14
1679.69,1674.16,1684.5,1662.9,8218377.0,821851392.0,2019,3,14,11,30,2019-03-14 11:30,3,29
1674.24,1684.07,1687.58,1667.12,4774788.0,477492224.0,2019,3,14,14,0,2019-03-14 14:00,2,30
1683.99,1680.73,1683.99,1662.02,7078189.0,707831552.0,2019,3,14,15,0,2019-03-14 15:00,3,29
1681.83,1702.05,1708.65,1681.83,15078563.0,1507868288.0,2019,3,15,10,30,2019-03-15 10:30,24,6
1702.35,1713.63,1719.28,1702.35,6429774.0,642989696.0,2019,3,15,11,30,2019-03-15 11:30,24,8
1713.63,1700.67,1715.56,1693.78,7091737.0,709186304.0,2019,3,15,14,0,2019-03-15 14:00,26,6
1700.58,1708.89,1715.06,1697.34,7104004.0,710412800.0,2019,3,15,15,0,2019-03-15 15:00,19,12
1721.79,1716.83,1722.14,1696.03,15745957.0,1574607488.0,2019,3,18,10,30,2019-03-18 10:30,20,9
1717.12,1723.72,1732.83,1716.48,6768966.0,676910464.0,2019,3,18,11,30,2019-03-18 11:30,20,8
1723.55,1729.62,1730.42,1718.01,4872603.0,487274240.0,2019,3,18,14,0,2019-03-18 14:00,18,10
1729.28,1737.75,1737.75,1728.66,9135654.0,913577984.0,2019,3,18,15,0,2019-03-18 15:00,22,8
1743.47,1753.55,1753.55,1736.89,17294690.0,1729479936.0,2019,3,19,10,30,2019-03-19 10:30,8,20
1754.88,1756.42,1759.23,1745.92,9191343.0,919147264.0,2019,3,19,11,30,2019-03-19 11:30,23,8
1756.72,1759.04,1761.91,1752.71,5697816.0,569794304.0,2019,3,19,14,0,2019-03-19 14:00,18,13
1758.87,1764.86,1765.44,1753.86,8275671.0,827579648.0,2019,3,19,15,0,2019-03-19 15:00,19,12
1759.74,1763.45,1768.07,1754.27,13807634.0,1380775424.0,2019,3,20,10,30,2019-03-20 10:30,10,20
1763.15,1736.21,1763.54,1731.02,8639747.0,863986688.0,2019,3,20,11,30,2019-03-20 11:30,15,15
1736.21,1735.29,1745.97,1732.86,5656501.0,565662976.0,2019,3,20,14,0,2019-03-20 14:00,5,26
1735.5,1764.33,1764.77,1735.31,7448799.0,744891904.0,2019,3,20,15,0,2019-03-20 15:00,8,22
1755.17,1775.63,1783.57,1751.35,18010688.0,1801080064.0,2019,3,21,10,30,2019-03-21 10:30,11,16
1775.02,1789.51,1789.92,1772.11,13192273.0,1319239936.0,2019,3,21,11,30,2019-03-21 11:30,22,9
1789.51,1799.96,1812.03,1789.51,8232840.0,823296512.0,2019,3,21,14,0,2019-03-21 14:00,20,8
1798.13,1796.8,1813.22,1796.8,12254157.0,1225427968.0,2019,3,21,15,0,2019-03-21 15:00,23,8
1792.69,1780.47,1792.69,1764.76,19435944.0,1943606400.0,2019,3,22,10,30,2019-03-22 10:30,18,12
1779.76,1784.79,1784.81,1766.56,9675139.0,967527040.0,2019,3,22,11,30,2019-03-22 11:30,9,21
1784.97,1789.66,1798.77,1781.41,6474477.0,647461888.0,2019,3,22,14,0,2019-03-22 14:00,9,20
1789.85,1800.56,1800.95,1785.34,10378881.0,1037900544.0,2019,3,22,15,0,2019-03-22 15:00,15,14
1767.45,1791.04,1794.16,1761.92,16177936.0,1617806464.0,2019,3,25,10,30,2019-03-25 10:30,2,29
1791.13,1788.53,1804.8,1785.24,6719561.0,671969152.0,2019,3,25,11,30,2019-03-25 11:30,12,17
1788.53,1789.72,1797.36,1785.04,5271216.0,527133952.0,2019,3,25,14,0,2019-03-25 14:00,11,19
1790.62,1783.78,1796.25,1781.76,9689160.0,968928256.0,2019,3,25,15,0,2019-03-25 15:00,14,17
1790.99,1797.21,1811.74,1780.49,13964248.0,1396437248.0,2019,3,26,10,30,2019-03-26 10:30,19,10
1796.76,1777.59,1803.59,1777.59,6976129.0,697625984.0,2019,3,26,11,30,2019-03-26 11:30,18,12
1777.57,1756.33,1777.74,1756.33,7838105.0,783823744.0,2019,3,26,14,0,2019-03-26 14:00,10,21
1756.49,1759.04,1763.44,1749.86,9006342.0,900646912.0,2019,3,26,15,0,2019-03-26 15:00,6,25
1769.22,1781.17,1787.27,1757.33,19814288.0,1981440256.0,2019,3,27,10,30,2019-03-27 10:30,27,3
1780.97,1794.59,1798.68,1778.06,6662617.0,666274304.0,2019,3,27,11,30,2019-03-27 11:30,15,16
1795.25,1811.15,1812.05,1794.66,6749586.0,674970112.0,2019,3,27,14,0,2019-03-27 14:00,18,13
1809.96,1814.7,1815.78,1803.71,9043789.0,904390400.0,2019,3,27,15,0,2019-03-27 15:00,18,13
1811.41,1802.73,1811.41,1785.58,14951007.0,1495112704.0,2019,3,28,10,30,2019-03-28 10:30,5,26
1805.04,1793.85,1812.39,1789.75,4849539.0,484966400.0,2019,3,28,11,30,2019-03-28 11:30,11,19
